Year,Demographics.Total,Education.Major,Salaries.Highest,Salaries.Lowest,Salaries.Mean,Salaries.Median,Salaries.Quantity,Salaries.Standard Deviation,Demographics.Ethnicity.Asians,Demographics.Ethnicity.Minorities,Demographics.Ethnicity.Whites,Demographics.Gender.Females,Demographics.Gender.Males,Education.Degrees.Bachelors,Education.Degrees.Doctorates,Education.Degrees.Masters,Education.Degrees.Professionals,Employment.Employer Type.Business/Industry,Employment.Employer Type.Educational Institution,Employment.Employer Type.Government,Employment.Reason Working Outside Field.Career Change,Employment.Reason Working Outside Field.Family-related,Employment.Reason Working Outside Field.Job Location,Employment.Reason Working Outside Field.No Job Available,Employment.Reason Working Outside Field.Other,Employment.Reason Working Outside Field.Pay/Promotion,Employment.Reason Working Outside Field.Working Conditions,Employment.Reason for Not Working.Family,Employment.Reason for Not Working.Layoff,Employment.Reason for Not Working.No Job Available,Employment.Reason for Not Working.No need/want,Employment.Reason for Not Working.Student,Employment.Status.Employed,Employment.Status.Not in Labor Force,Employment.Status.Unemployed,Employment.Work Activity.Accounting/Finance/Contracts,Employment.Work Activity.Applied Research,Employment.Work Activity.Basic Research,Employment.Work Activity.Computer Applications,Employment.Work Activity.Design,Employment.Work Activity.Development,Employment.Work Activity.Human Resources,Employment.Work Activity.Managing/Supervising People/Projects,Employment.Work Activity.Other,Employment.Work Activity.Productions/Operations/Maintenance,Employment.Work Activity.Professional Service,Employment.Work Activity.Qualitity/Productivity Management,"Employment.Work Activity.Sales, Purchasing, Marketing",Employment.Work Activity.Teaching
2010,492161,Civil Engineering,150000,0,82362.83,80000,1910,34963.45,70091,63533,358537,78843,413318,332381,13111,142378,4290,287503,14049,105061,15969,7672,13907,14323,3171,17856,17048,5167,14009,14082,17782,2057,406613,66746,18802,209452,124981,78757,71111,202797,100754,117706,309000,45652,62468,100095,182820,152252,64611
2010,1981187,Computer Science and Math,150000,0,78681.35,76000,4698,40030.75,378088,247279,1355819,641258,1339929,1317437,92686,531929,39134,1230273,259875,123679,83284,44471,93858,84473,20323,96228,98410,90355,51742,44586,110457,24227,1613827,291170,76190,404961,505088,357559,868663,537897,535637,364184,826177,156894,223300,291436,393192,392290,366825
2010,105439,Criminology,150000,1000,56154.32,50000,162,29613.57,6080,33934,65425,39443,65996,76687,381,24043,4329,39738,5189,38804,7072,5138,9511,7625,473,20925,11433,4059,461,2169,4320,946,83731,19684,2024,36749,20106,18718,4569,10127,14882,44376,62608,10193,7084,35986,38354,36508,29186
2010,47577,Earth Sciences,150000,0,65052.98,60000,151,36109.24,2093,2685,42799,16845,30732,25481,3485,16955,1656,20547,15815,5709,3025,2293,3611,1794,1902,5340,4115,1167,556,485,2122,6,42071,4950,556,9679,13591,10546,6102,5988,10426,20847,27973,4358,12188,8866,15936,12302,19726
2010,1100771,Economics,150000,0,81043.54,75000,2182,45170.05,165934,135695,799143,315344,785427,671124,37171,286813,105663,732613,85446,75519,78294,52586,110165,69895,11674,112017,101041,39279,28618,41527,57659,15767,893578,156304,50889,517882,192056,137778,138580,156870,184411,269969,560935,74926,87493,381949,225000,442233,148844
2010,982128,Electrical Engineering,150000,0,94555.87,96000,3580,36297.81,291717,112539,577871,124749,857378,573083,48317,347084,13643,705682,51201,60799,39860,17989,38787,33571,7812,38988,36400,21688,29027,24853,31047,6561,817682,124704,39742,228672,336706,208881,416304,433538,400599,175560,515098,64906,201920,92131,254736,224897,122102
2010,134490,Environmental Science Studies,150000,0,60028.71,55500,418,31581.94,5801,9672,119017,61494,72996,98893,1705,27487,6405,56817,20095,35854,9893,4098,11707,10506,390,16392,11127,2411,1649,1762,6157,3302,112767,17207,4516,36564,42986,33594,20512,27106,33843,35652,78403,17510,22258,33224,39915,43369,33981
2010,46764,Food Sciences and Technology,150000,0,77016,75000,125,39962.48,9094,12015,25655,27849,18916,35279,1139,9906,441,28972,946,6785,2806,2092,3962,626,2947,2733,2850,4741,166,326,2991,273,36703,9534,527,13319,10795,7345,1720,6692,10511,6283,23085,1896,8773,4796,15343,18310,5350
2010,71659,Forestry Services,150000,1000,60871.24,55000,233,33776.15,2012,2977,66670,11920,59739,54029,3216,14169,243,30934,6827,14348,4011,2708,8774,6345,2246,7471,6518,1383,2353,1525,3700,111,52109,16577,2973,21814,16866,9207,8314,9853,14354,12854,39693,9589,15053,16651,16544,24780,6666
2010,26552,"Genetics, Animal and Plant",150000,5000,74181.82,71000,66,39798.69,1458,1046,24048,11154,15397,12204,3615,5541,5192,18805,4581,644,608,572,4333,3908,0,898,811,70,564,184,425,656,24030,1773,748,6866,9883,7695,4059,2930,7020,4715,16006,4388,4426,8158,6706,5752,8005
2010,162360,Geography,150000,0,60547.11,54000,329,38224.53,4491,13542,144327,51928,110432,108980,3875,44525,4980,72169,20135,32544,10844,10889,28155,17352,2514,26566,24193,5770,4977,7234,4402,2176,124848,29047,8465,33317,41127,25871,23319,22613,27446,34600,63583,15649,14719,35206,40449,58598,34347
2010,145020,Geology,150000,0,77244.71,72000,662,38872.78,5587,8394,131040,35163,109857,75783,10167,57289,1782,73811,22888,19665,9769,6256,12831,12156,2216,11501,13775,2975,2537,3211,4799,504,116364,23885,4772,41285,51514,30525,13352,27612,30726,19214,70142,20188,18968,25447,28073,39274,31576
2010,23315,History of Science,150000,0,56027.78,49000,36,40336.79,310,3078,19928,9853,13463,14382,252,5790,2891,11141,4910,773,2544,1752,4745,1442,0,5212,4771,0,863,863,3654,146,16825,5602,888,8937,3072,3119,1525,2000,4518,4985,10950,1955,1154,5247,1836,4817,4826
2010,265862,Information Services and Systems,150000,0,72775.95,72000,607,34412.41,30245,74222,161395,90080,175782,202292,278,60709,2582,194155,20819,23426,16217,4401,9860,11664,3617,15442,10091,7606,3387,6667,3782,271,238400,16586,10875,71220,65858,52088,141035,86478,74808,60184,125876,26465,37024,40290,67009,56936,43909
2010,186715,International Relations,150000,0,70642.34,62000,411,43630.95,13915,20674,152126,114751,71964,90176,3355,63860,29324,105643,28574,24365,26459,10519,20441,23359,2695,29368,22894,10268,2741,3774,7304,4916,158582,21310,6823,69485,24803,24658,13238,19170,30521,40665,103440,19729,8788,73506,34850,71677,34693
2010,71452,Linguistics,150000,1000,53377.36,45000,106,39061.23,4870,9058,57523,44489,26962,44436,2825,13773,10417,44183,11220,520,7289,5747,10212,6269,4220,3138,4629,1594,1306,7160,980,1398,55923,8439,7090,25813,10069,11053,10501,12193,15606,10940,27450,11332,3486,18011,18366,21281,21094
2010,841291,Mechanical Engineering,150000,0,87502.12,86000,3063,34817.73,153792,87688,599811,76375,764916,516679,26563,288657,9391,600322,45461,51967,33029,20338,30586,37352,8277,31173,41461,12745,24035,28634,34513,3897,697750,104135,39405,238761,253344,163657,173164,403833,331166,167908,471734,49622,206267,101694,241676,217230,105855
2010,86392,Nutritional Science,150000,1000,59142.86,52000,140,36576.43,17867,10788,57737,79761,6631,51529,3067,28116,3680,49459,9677,5052,3223,3866,4977,5054,3101,4154,5205,7569,7521,1166,4497,0,64187,14323,7882,14657,21913,16680,6976,4879,16781,20605,35778,5369,5494,42259,19959,25358,32584
2010,75255,OTHER Agricultural Sciences,150000,0,57295.3,57000,149,30859.21,8450,4979,61825,15312,59942,58378,5547,11266,65,31891,12797,12905,12310,5073,9102,6684,321,8967,2826,2263,1382,958,3932,2951,57593,14592,3069,21466,16124,17935,7739,10652,18440,20419,35210,9674,10968,6004,22858,26863,8761
2010,14734,OTHER Geological Sciences,150000,9000,73217.95,61500,78,39944.65,2262,1104,11369,4006,10728,8403,1630,4701,0,9484,1747,1810,1082,1096,1137,853,0,823,921,443,240,116,333,2,13042,1337,355,3324,7881,4660,5457,5137,5839,2812,7646,4045,1388,1644,4654,3297,1787
2010,48261,OTHER Physical and Related Sciences,150000,1000,68590.55,58000,127,40669.47,3781,8240,36239,17331,30930,26951,3333,16562,1415,23943,7708,8612,4645,4038,4999,2804,2215,5591,6033,2833,1036,997,2918,456,40263,6923,1075,10674,15648,10529,6815,9279,9524,9067,22576,5036,10647,11843,12663,9194,11598
2010,8012,Oceanography,150000,11000,72459.46,67000,37,38787.59,366,916,6730,2915,5097,2327,1660,4025,0,4958,865,1962,557,741,743,638,747,557,743,0,0,0,0,0,7785,227,0,2720,4463,1850,2260,1103,1679,1474,3578,1343,1132,1276,1647,1865,1488
2010,14641,Operations Research,150000,8000,81764.71,80000,51,36704.54,2688,1426,10527,3661,10980,8516,181,5944,0,11340,2025,112,215,215,393,0,0,374,552,131,641,609,705,0,13477,523,641,4349,5125,2365,6495,6734,4909,1865,10807,1006,2978,3949,5288,5358,2976
2010,1118625,Other Engineering,150000,0,85724.64,85000,3174,38368.13,163937,181540,773149,186315,932311,686266,50296,356739,25325,740482,53433,99624,51729,31559,62834,37421,9594,69838,57350,28114,29902,32318,45087,16917,893539,179436,45651,311885,336859,200294,321547,422624,365445,247067,592499,65962,241306,148067,318578,270037,159370
2010,14623,"Pharmacology, Human and Animal",150000,5000,89189.19,85000,37,41376.88,5691,3103,5829,7412,7211,8683,2914,1329,1697,10495,1263,1646,1571,132,1385,1661,154,229,1385,0,59,0,297,0,13404,1159,59,1945,3638,3365,1511,1178,2868,3180,8684,892,163,6489,3712,4170,2812
2010,45128,Philosophy of Science,150000,2000,70586.21,70000,58,46545.6,8090,10792,26246,20252,24877,25870,2173,11519,5566,13913,12639,2142,3754,1408,4011,3414,737,5164,3722,3013,612,706,728,6506,28694,15683,752,10481,15375,4855,3927,7419,11967,13352,22579,3600,2765,7291,7756,11217,16687
2010,294337,Physics and Astronomy,150000,0,75886.38,72000,1109,44609.41,65067,22792,206478,46240,248097,100056,86135,97319,10828,160756,63206,19253,16361,5067,16515,11083,5058,14176,15169,4040,7999,9759,14016,2483,243215,41200,9922,58705,106799,84830,99963,100136,94242,39418,143630,20630,44139,41724,58750,53771,73865
2010,77746,"Physiology, Human and Animal",150000,1000,73904,60000,125,43197.67,11694,11086,54965,42421,35325,35127,5908,23509,13202,49496,13266,2848,2774,645,2255,2665,0,5753,4192,6863,482,1366,504,1491,65610,10471,1665,17411,24560,22813,8620,11140,13803,14665,41465,3818,9883,33018,16368,21718,36327
2010,119113,Plant Sciences,150000,1000,60036.7,56000,327,35197.93,10279,11604,97230,31835,87278,80031,10785,26892,1404,77007,12733,15989,5420,5331,8931,6716,1060,9707,10822,2481,2136,2934,4225,222,105729,10345,3039,37649,41247,34807,18693,31611,29007,32381,76455,10345,36917,16791,43213,44887,24468
2010,1366778,Political Science and Government,150000,0,78265.49,70000,2614,43818.68,55852,206753,1104173,522515,844263,627436,42812,336171,360359,730994,157038,208139,118195,62899,145889,76464,24984,159447,155770,41610,33787,37815,69656,30643,1096170,212787,57821,474839,216223,181399,112385,131478,252310,345869,686189,129876,96556,532396,274045,454013,275338
2010,2734299,Psychology,150000,0,57583.93,50000,4492,36998.42,107738,497655,2128906,1860747,873553,1574224,150039,861931,148105,1268463,535634,290515,231426,140879,259274,167596,37452,259957,268654,192466,60377,118123,169954,55933,2094611,504185,135503,598508,535048,348760,211668,282396,482298,636386,1157559,308970,144020,1008477,519992,748391,864066
2010,24414,Public Policy Studies,150000,10000,71771.43,65000,70,38807.28,1471,3584,19359,12081,12333,9905,538,10713,3258,15807,2023,4954,2438,1254,2376,2895,100,1750,2308,1174,101,146,789,94,22784,1530,101,11378,6708,5137,4874,6517,6130,9875,14203,3148,893,10731,6258,9611,5612
2010,1099912,Sociology,150000,0,56771.64,50000,1791,35543.44,46156,262530,791226,746468,353444,689792,39166,318175,52779,451703,185936,150346,94223,59534,91201,61930,19907,115385,105289,57262,36062,31627,80804,18689,787985,242134,69793,243287,159005,118075,90251,87220,153057,263406,447231,106648,57953,361528,207364,317582,304067
2010,39868,Statistics,150000,0,77250,75000,144,41000.17,11651,3434,24784,20240,19628,26067,2557,11244,0,23873,5389,2373,738,842,1225,957,774,956,1551,4954,150,358,4659,272,31635,7763,471,12836,11703,7770,12659,9961,7746,7224,16226,3581,2133,10990,6742,10936,6581
2010,194526,"Zoology, General",150000,0,74118.46,67000,363,43729.07,15861,13076,165589,67093,127433,73882,20023,39182,61438,101396,27694,22810,14929,4627,12891,11334,2032,17352,7735,5233,1800,2679,8646,1089,151901,40176,2449,37231,41538,28818,12824,15114,30298,39441,98781,15526,23798,81951,37989,47618,63161
2010,0,Management & Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,Political and related sciences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,67428,Agricultural Economics,948039,0,80116,61000,149,97121.91,1838,5741,59849,15127,52301,51255,1692,12650,1832,47919,2633,8269,5798,10236,6385,2550,0,11277,9138,10,268,0,804,0,58822,8338,268,29891,7494,7063,8405,6022,12426,15045,36007,3446,11913,20483,17774,43456,10197
2013,168052,Animal Sciences,1155135,0,65209.2,50000,429,71811.42,4247,16048,147757,68484,99569,104950,11610,28698,22795,120146,16599,13166,17101,10447,17702,11139,2095,19834,22963,2276,2566,4992,4548,722,149912,13861,4280,74375,41953,39453,11501,21330,42023,33568,87450,14275,56543,53913,58381,82432,54443
2013,270638,Anthropology and Archeology,948039,0,56504.47,47000,711,63046.19,7994,29327,233317,173213,97425,139125,18709,88017,24787,125332,46893,30268,17422,15751,30119,22985,8283,38483,27826,13726,6447,13138,17389,13806,202493,56019,12127,52916,59347,48308,30809,28970,47869,44940,113932,41990,27656,77385,48090,85767,74608
2013,227542,Area and Ethnic Studies,1155135,0,61167.43,50000,578,85966.42,11477,58527,157538,161600,65942,115399,12842,80660,18641,95145,66811,14317,19279,9765,19056,14939,4239,25832,24650,11486,1664,6763,20124,1720,176274,46860,4409,51901,37789,32945,10086,20284,38514,51621,96543,33003,9026,68902,41449,62232,90314
2013,29747,Atmospheric Sciences and Meteorology,300016,5000,70568.97,60000,167,44677.65,1973,1330,26444,13577,16170,19923,3770,6055,0,12588,3645,11422,680,5476,11353,452,75,6847,5520,725,0,81,245,135,27655,1254,838,7891,9855,7172,11691,9196,10909,3390,9083,1861,3305,7641,2639,10138,3575
2013,205802,Biochemistry and Biophysics,1155135,0,90704.79,65000,709,114978.01,42976,25807,137019,92528,113274,85478,32582,39346,48396,111034,38592,19717,15125,6073,10724,7851,1417,18222,10256,6283,4752,7608,4556,13218,169344,27799,8660,34888,71758,60167,21333,29237,50966,34759,106583,14681,30732,72083,38082,37860,58090
2013,2259499,Biological Sciences,1155135,0,77267.2,56000,5798,103690.74,255820,368313,1635366,1166867,1092632,1099126,166188,495725,498460,1205565,452225,173840,118124,93902,158431,110669,25899,170069,168077,89320,24389,50134,92762,106046,1831630,363044,64825,415346,641605,511921,174033,278860,429049,428909,1025263,233020,358918,842414,514357,540985,701286
2013,39692,Botany,230000,0,58760.71,50500,112,40777.22,10047,3106,26539,19827,19865,18373,8290,9226,3803,18002,6969,2539,2137,2594,2111,3664,1048,4355,2073,1711,124,250,2841,265,27510,11737,446,5281,13809,9727,2807,4861,9994,9504,13486,3022,8333,6824,11125,7374,13295
2013,296151,Chemical Engineering,1155135,0,98161.18,90200,1756,70037.87,55090,39555,201506,78417,217734,176074,25930,81042,13105,214838,19518,11335,12587,12066,13280,9146,2941,15874,12655,6738,2629,6329,11186,1143,245692,45403,5056,78642,88195,54989,50040,112941,99938,66673,164348,21221,77895,53298,94788,75948,45027
2013,660845,Chemistry,1155135,0,80006.68,68000,2428,76451.27,110468,71518,478860,244903,415943,288841,124438,154863,92704,354594,104183,36700,37842,16155,26554,26207,8729,45220,28669,33266,8947,21836,33665,8165,495477,146086,19283,108776,208903,149670,74058,109397,152715,107473,291001,62953,123998,146680,138317,110977,164445
2013,538158,Civil Engineering,1155135,0,83084.99,75689,2609,52968.2,81636,65733,390789,91615,446542,355049,17165,160343,5600,301201,25611,115897,15834,9352,16276,17120,2034,22934,12159,7928,10368,11501,22300,5029,442709,79398,16051,218722,121228,79697,65779,187202,108889,119193,336349,49166,79850,127406,183970,153582,65123
2013,2242124,Computer Science and Math,1155135,0,82696.72,75000,6218,70855.88,389093,308667,1544364,774801,1467323,1485666,92061,619255,45142,1372219,318783,140664,90212,54617,102570,91130,33693,119492,107877,73573,54006,55218,108709,12559,1831666,324268,86191,471794,548842,402489,983928,589498,589897,400676,972086,216199,270451,351366,480899,473342,501642
2013,124148,Criminology,948039,2600,62427.67,45000,200,95489.31,6424,38240,79484,47963,76185,91430,1837,22592,8289,53071,2737,42541,11448,8864,18128,10071,1648,25152,14545,9803,5241,4021,9830,3475,98349,17781,8018,28108,10729,15263,17381,9324,20504,46812,62790,7661,6640,46334,28624,40622,16737
2013,53561,Earth Sciences,250000,2000,69204.62,62750,170,43447.47,810,3186,49565,22571,30990,31719,1978,18560,1304,22074,19711,4488,714,1020,3064,1741,148,3405,3249,457,134,1237,2029,43,46274,5988,1300,11055,22878,17763,2559,9511,15912,10909,21476,13788,13257,16861,12834,16323,22135
2013,1280482,Economics,1155135,0,99932.09,75000,2812,120432.1,165604,157633,957245,392034,888448,790551,38825,332309,118797,859935,97166,76394,89385,59643,104601,82849,26212,134490,128172,51182,34123,26142,75873,18495,1033496,199894,47092,584459,230374,197609,162404,183911,208196,313745,640883,106804,127086,414180,278029,495801,194974
2013,1003084,Electrical Engineering,1155135,0,101808.12,95000,4533,72554.04,292670,124765,585649,135620,867464,601528,51910,339520,10125,734366,47322,68604,34185,21888,46631,40457,11252,53942,29731,14456,19122,21932,34183,9033,850292,120005,32786,193640,342678,237364,434109,442677,404079,182564,503738,81193,231805,103722,272769,214781,124874
2013,148067,Environmental Science Studies,1155135,0,60193.47,51000,607,60091.47,6416,15444,126208,64315,83752,103771,2701,37510,4086,66749,20485,33035,10541,3905,9640,10072,848,13657,11788,2675,1845,2851,7912,3231,120268,23395,4404,47143,44789,32831,21301,27409,36407,33272,76604,18127,18985,33134,38265,43985,42192
2013,52237,Food Sciences and Technology,1155135,0,76429.28,65000,142,100760.32,8404,14814,29019,33579,18657,41646,1215,7010,2366,24843,4884,9582,2545,502,3289,3049,8,3192,3322,5709,1491,879,4743,429,39309,10860,2067,17683,15779,10500,3976,8247,15835,7946,28035,1884,8038,5176,21898,11428,11208
2013,75578,Forestry Services,195000,0,60024.3,56500,306,34512.1,2943,5159,67476,15128,60450,58118,1873,14750,837,33811,5266,17077,8315,2994,7856,8223,1743,11645,4224,1261,1751,586,2201,0,56154,17526,1898,25317,14373,11923,7741,13458,13589,15382,38516,8005,12052,15776,19145,23171,14255
2013,19488,"Genetics, Animal and Plant",360000,0,75488.11,71500,80,51068.12,3624,662,15202,7689,11800,8837,4416,3341,2895,11393,4768,1353,2435,1047,2771,2467,0,1241,1396,988,78,94,563,330,17514,1803,172,4303,10247,8232,1031,3427,4699,6062,11203,724,3240,7618,7417,4255,8948
2013,171130,Geography,1155135,0,66215.87,55000,368,84060.41,6430,16564,148135,58757,112373,120320,6468,42148,2194,72787,14537,33545,23052,14854,21998,22302,3623,29817,15314,8106,9813,7300,8118,543,120869,36176,14085,39062,45961,26053,27552,24321,36161,30019,68299,26688,15565,25373,42518,45908,28841
2013,156427,Geology,1155135,0,85759.08,70000,716,85115.33,7111,12367,136949,44043,112384,85840,9957,59045,1584,85282,23517,21432,14133,13981,22888,20139,2428,16589,16178,3566,1940,3198,3282,1630,130231,22299,3897,43674,58846,38788,15570,29106,33988,19333,73692,23378,17399,28468,33019,34121,38935
2013,13475,History of Science,200000,340,66014.2,49500,20,56176.29,138,498,12839,9633,3842,8990,584,2342,1558,7131,2391,0,773,773,1257,1380,386,1571,773,105,0,0,161,460,9521,3954,0,2311,2477,5115,1452,1452,6165,3695,3962,4614,191,1922,2160,6231,2096
2013,326684,Information Services and Systems,1155135,0,79177.69,72540,788,67175.96,29591,84689,212404,108569,218115,256433,1259,65876,3116,228582,26588,41209,10638,13007,12840,7122,3716,15706,14053,6791,6856,9651,7225,492,296378,19023,11283,102204,77366,73916,168473,118150,117198,86086,187655,37127,51139,62113,106374,86142,68753
2013,215780,International Relations,1155135,0,79241.54,57000,597,114688.5,15711,35651,164418,131158,84622,109219,6176,67339,33045,130620,27743,24300,27360,16813,33323,24772,1344,39984,34622,10699,2465,8433,5641,2256,182662,25233,7885,73074,45029,35480,23906,30181,44197,56004,125912,30872,9823,87228,33154,91358,35733
2013,86483,Linguistics,1155135,498,61308.27,42000,166,117018.86,6961,15877,63645,55729,30754,54545,6270,16222,9446,50283,13051,4725,6452,10968,16852,11208,980,10439,13951,5374,2473,5700,1170,400,68059,12703,5721,29721,22840,12798,13315,9679,10008,18670,33209,12185,5084,17897,11083,29832,17873
2013,837279,Mechanical Engineering,1155135,0,93726.13,85000,4342,67327.7,146696,90124,600459,75242,762037,513956,33803,275262,14258,618988,33482,52528,34879,13023,33752,24123,9437,40392,35014,11365,14340,21247,32941,5732,704998,106934,25348,230148,260687,149475,174523,406038,323246,166527,488911,73442,206034,106745,273953,225504,111887
2013,106944,Nutritional Science,1155135,100,62111.79,48000,212,104170.75,14454,18487,74003,97730,9214,64683,2437,38276,1548,65536,9595,6416,10676,9440,13573,5371,1000,13464,17037,12178,993,770,10200,610,81547,20614,4783,23705,21570,22797,8111,6771,19206,20912,41583,8660,6490,44124,26984,31293,29049
2013,66056,OTHER Agricultural Sciences,250000,3000,62648.65,60500,158,36584.9,5948,2866,57242,7905,58152,52343,2500,7578,3636,41388,8499,5061,10370,2417,7923,6976,525,10529,5602,394,0,318,6084,1249,54948,10358,750,23401,12633,8883,17779,15205,13856,16778,32275,2545,19958,11535,16942,26552,12936
2013,18942,OTHER Geological Sciences,246000,0,71171.17,64500,102,45438.36,981,526,17435,6206,12736,11428,1244,6270,0,9229,1606,2429,4336,1283,2312,2416,144,3257,3612,2255,535,3827,2314,2,13263,1316,4363,4554,4733,5450,4446,2432,2261,2171,9483,2305,5774,1246,5517,5554,3075
2013,49601,OTHER Physical and Related Sciences,948039,0,83918.27,61316,128,98232.11,10594,7853,31154,16944,32657,32223,985,16263,130,27793,5884,6345,1132,338,7663,3082,1073,3769,7775,481,2849,4127,3666,4,40023,5900,3679,15743,17025,16073,9684,11262,12996,13189,22639,11090,13688,17883,11534,16317,9735
2013,7384,Oceanography,130000,14000,74485.21,62000,29,33905.72,697,590,6097,1645,5738,2759,1599,3025,0,1885,810,3654,635,0,605,0,106,0,137,0,23,25,174,135,6350,937,97,1206,4622,3710,1352,377,1601,515,3852,1109,465,250,3008,1113,3399
2013,10734,Operations Research,225000,8500,83661.17,78500,54,43334.58,2634,333,7767,3770,6965,5353,330,4899,152,6836,704,1783,647,1253,32,64,12,1425,699,232,241,713,68,97,9323,689,723,3107,1552,882,3502,1037,1681,2234,6751,1875,2599,2509,3281,3309,1168
